year,forum,parsed_reviews,score_count,confidence_count,review_text_count,has_decision
2018,SySisz-CW,3,3,3,3,1
2018,Hk9Xc_lR-,3,3,3,3,1
2018,rkHVZWZAZ,3,3,3,3,1
2018,HJ1HFlZAb,3,3,3,3,1
2018,Skp1ESxRZ,3,3,3,3,1
2018,SJzmJEq6W,3,3,3,3,1
2018,r16Vyf-0-,3,3,3,3,1
2018,BJehNfW0-,3,3,3,3,1
2018,SJCq_fZ0Z,3,3,3,3,1
2018,BkwHObbRZ,3,3,3,3,1
2018,BkoXnkWAb,3,3,3,3,1
2018,Bki1Ct1AW,3,3,3,3,1
2018,rkEtzzWAb,3,3,3,3,1
2018,H1-oTz-Cb,3,3,3,3,1
2018,S1EwLkW0W,3,3,3,3,1
2018,H1bhRHeA-,3,3,3,3,1
2018,H1u8fMW0b,3,3,3,3,1
2018,SylJ1D1C-,3,3,3,3,1
2018,HklpCzC6-,3,3,3,3,1
2018,ByED-X-0W,3,3,3,3,1
2018,ryY4RhkCZ,3,3,3,3,1
2018,HJ5AUm-CZ,3,3,3,3,1
2018,S1LXVnxRb,3,3,3,3,1
2018,SJmAXkgCb,3,3,3,3,1
2018,H1sUHgb0Z,3,3,3,3,1
2018,H1MczcgR-,3,3,3,3,1
2018,r1YUtYx0-,3,3,3,3,1
2018,Skdvd2xAZ,3,3,3,3,1
2018,SkZ-BnyCW,3,3,3,3,1
2018,Skz_WfbCZ,3,3,3,3,1
2018,B1Lc-Gb0Z,3,3,3,3,1
2018,ryCM8zWRb,3,3,3,3,1
2018,HkOhuyA6-,3,3,3,3,1
2018,ryF-cQ6T-,3,3,3,3,1
2018,SyF7Erp6W,3,3,3,3,1
2018,ryj38zWRb,3,3,3,3,1
2018,SyGT_6yCZ,3,3,3,3,1
2018,H1Xw62kRZ,3,3,3,3,1
2018,Hkfmn5n6W,3,3,3,3,1
2018,By3v9k-RZ,3,3,3,3,1
2018,SyhRVm-Rb,3,3,3,3,1
2018,rJQDjk-0b,3,3,3,3,1
2018,rJBiunlAW,3,3,3,3,1
2018,SJyEH91A-,3,3,3,3,1
