feature,coef,std_err,z,pvalue,ci_low,ci_high,odds_ratio,or_ci_low,or_ci_high,n,pseudo_r2
const,-0.607476186476549,0.0284557335929075,-21.348111954068905,4.0601317308328494e-101,-0.6632483994723143,-0.5517039734807837,0.5447239172758405,0.515175118872404,0.5759675403225905,5922,0.0478154345417111
mean_sentiment,0.5203673733193009,0.0341876083795026,15.220935244809027,2.568330505530548e-52,0.4533608921779159,0.5873738544606859,1.682645695299493,1.5735919810889083,1.7992570945555326,5922,0.0478154345417111
mean_politeness,0.2439576350354318,0.03220518144994,7.575105124454613,3.5883694571139737e-14,0.1808366392779718,0.3070786307928919,1.2762902593524856,1.1982194213142383,1.3594478583324885,5922,0.0478154345417111
mean_toxicity,0.026065268635047,0.0279096728525318,0.9339152333590528,0.3503476202808925,-0.0286366849762105,0.0807672222463046,1.026407938532393,0.9717694587826884,1.0841185085215856,5922,0.0478154345417111
mean_constructiveness,-0.1429162587383872,0.0317097633080459,-4.507011211342723,6.574716089420648e-06,-0.205066252780447,-0.0807662646963274,0.8668266550139104,0.8145933455494981,0.922409265859817,5922,0.0478154345417111
num_reviews,-0.0476830409216894,0.0281033980046947,-1.6967001966710191,0.0897533554861022,-0.1027646888540859,0.007398607010707,0.9534359393665892,0.9023392789913532,1.0074260443277918,5922,0.0478154345417111
mean_review_length,-0.22921061462443,0.0302173858106128,-7.585388625641051,3.3149196306845923e-14,-0.2884356025201829,-0.1699856267286772,0.7951610433232713,0.7494350653230625,0.8436769429068453,5922,0.0478154345417111
