decision_label,mean_sentiment_mean,mean_sentiment_median,mean_sentiment_std,mean_sentiment_count,mean_politeness_mean,mean_politeness_median,mean_politeness_std,mean_politeness_count,mean_toxicity_mean,mean_toxicity_median,mean_toxicity_std,mean_toxicity_count,mean_constructiveness_mean,mean_constructiveness_median,mean_constructiveness_std,mean_constructiveness_count,num_reviews_mean,num_reviews_median,num_reviews_std,num_reviews_count,mean_review_length_mean,mean_review_length_median,mean_review_length_std,mean_review_length_count
accept,0.6061614908324868,0.7077141337546372,0.24586113490497719,2159,0.7328619325977374,0.7338616873284236,0.03489353130862614,2159,0.054245728323777845,0.05186964411895526,0.01962152904613511,2159,0.3652700315475934,0.3592928936255898,0.13240480773847968,2159,3.438165817508106,3.0,0.5924670529419754,2159,367.0554346147908,343.3333333333333,154.1765230776379,2159
reject,0.48382125101882756,0.5821444028285404,0.3120382121124395,3763,0.7264111983078823,0.7274060642467032,0.035306219070921505,3763,0.054306532732828074,0.05153047337897535,0.020238093280400483,3763,0.37030856842093807,0.3659868744083537,0.1296264071417314,3763,3.4557533882540525,3.0,0.6129436168989448,3763,383.18724126731036,359.6,160.06585207151994,3763
